pH,HCO3,source
8.89,49.776,Kennedy et al. (2021)
6.62,3.233,Kennedy et al. (2021)
7.36,9.516,Kennedy et al. (2021)
7.87,79.3,Kennedy et al. (2021)
8.2,83.936,Kennedy et al. (2021)
8.19,55.876,Kennedy et al. (2021)
8.1,59.475,Kennedy et al. (2021)
8.13,101.687,Kennedy et al. (2021)
8.26,93.574,Kennedy et al. (2021)
7.51,20.984,Kennedy et al. (2021)
5.35,1.525,Kennedy et al. (2021)
5.42,1.525,Kennedy et al. (2021)
8,83.57,Kennedy et al. (2021)
8.2,85.278,Kennedy et al. (2021)
6.7,3.05,Kennedy et al. (2021)
7.13,3.05,Kennedy et al. (2021)
7.08,2.44,Kennedy et al. (2021)
7.36,2.928,Kennedy et al. (2021)
8.33,124.013,Kennedy et al. (2021)
8.32,122.671,Kennedy et al. (2021)
8,108.58,Kennedy et al. (2021)
8.14,106.14,Kennedy et al. (2021)
6.3,3.965,Kennedy et al. (2021)
6.86,2.44,Kennedy et al. (2021)
7.8,41.297,Kennedy et al. (2021)
8.3,50.63,Kennedy et al. (2021)
6.7,2.44,Kennedy et al. (2021)
7.75,2.44,Kennedy et al. (2021)
7.72,44.408,Kennedy et al. (2021)
7.97,57.157,Kennedy et al. (2021)
7.28,14.64,Kennedy et al. (2021)
7.32,19.276,Kennedy et al. (2021)
7.23,2.44,Kennedy et al. (2021)
7.38,3.05,Kennedy et al. (2021)
7.97,52.46,Kennedy et al. (2021)
7.96,56.73,Kennedy et al. (2021)
7.63,32.94,Kennedy et al. (2021)
7.78,43.432,Kennedy et al. (2021)
7.98,48.19,Kennedy et al. (2021)
8.1,46.543,Kennedy et al. (2021)
6.85,2.44,Kennedy et al. (2021)
7.26,2.928,Kennedy et al. (2021)
6.63,2.745,Kennedy et al. (2021)
6.92,2.745,Kennedy et al. (2021)
8.23,92.72,Kennedy et al. (2021)
8.4,60.39,Kennedy et al. (2021)
7.97,78.873,Kennedy et al. (2021)
7.94,73.078,Kennedy et al. (2021)
8.17,58.987,Kennedy et al. (2021)
8.17,58.987,Kennedy et al. (2021)
7.9,39.65,Kennedy et al. (2021)
7.78,42.7,Kennedy et al. (2021)
5.48,3.233,Kennedy et al. (2021)
5.48,3.233,Kennedy et al. (2021)
6.6,3.05,Kennedy et al. (2021)
6.6,3.05,Kennedy et al. (2021)
6.93,14.213,Kennedy et al. (2021)
7.5,18.178,Kennedy et al. (2021)
7.08,5.185,Kennedy et al. (2021)
7.02,4.27,Kennedy et al. (2021)
6.77,2.44,Kennedy et al. (2021)
6.77,2.44,Kennedy et al. (2021)
7.55,21.838,Kennedy et al. (2021)
7.94,27.206,Kennedy et al. (2021)
7.48,14.03,Kennedy et al. (2021)
7.5,13.786,Kennedy et al. (2021)
7.13,7.198,Kennedy et al. (2021)
7.57,14.579,Kennedy et al. (2021)
8.24,64.66,Kennedy et al. (2021)
8.26,56.974,Kennedy et al. (2021)
5.45,2.44,Kennedy et al. (2021)
6.32,2.44,Kennedy et al. (2021)
8.3,131.333,Kennedy et al. (2021)
8.34,100.284,Kennedy et al. (2021)
7.9,38.003,Kennedy et al. (2021)
8.12,39.04,Kennedy et al. (2021)
7.91,36.356,Kennedy et al. (2021)
7.83,32.208,Kennedy et al. (2021)
5.95,3.538,Kennedy et al. (2021)
7.73,11.163,Kennedy et al. (2021)
7.73,11.163,Kennedy et al. (2021)
7.67,32.757,Kennedy et al. (2021)
8.18,39.04,Kennedy et al. (2021)
6.63,2.44,Kennedy et al. (2021)
6.6,2.44,Kennedy et al. (2021)
6.56,3.172,Kennedy et al. (2021)
6.56,3.172,Kennedy et al. (2021)
5.8,2.44,Kennedy et al. (2021)
6,2.44,Kennedy et al. (2021)
6.47,2.44,Kennedy et al. (2021)
6.78,2.44,Kennedy et al. (2021)
8.39,63.196,Kennedy et al. (2021)
8.47,65.575,Kennedy et al. (2021)
8.1,74.847,Kennedy et al. (2021)
8.3,61.732,Kennedy et al. (2021)
8.24,68.381,Kennedy et al. (2021)
8.37,63.562,Kennedy et al. (2021)
8.76,39.833,Kennedy et al. (2021)
8.76,39.833,Kennedy et al. (2021)
8.17,88.877,Kennedy et al. (2021)
8.42,66.124,Kennedy et al. (2021)
7.53,79.3,Kennedy et al. (2021)
7.98,86.132,Kennedy et al. (2021)
5.37,2.806,Kennedy et al. (2021)
5.37,2.806,Kennedy et al. (2021)
7.95,98.515,Kennedy et al. (2021)
8.45,103.334,Kennedy et al. (2021)
6.7,2.44,Kennedy et al. (2021)
6.78,2.928,Kennedy et al. (2021)
7.75,96.563,Kennedy et al. (2021)
7.75,96.563,Kennedy et al. (2021)
5.35,1.525,Kennedy et al. (2021)
5.36,1.525,Kennedy et al. (2021)
7.77,40.687,Kennedy et al. (2021)
8.12,40.626,Kennedy et al. (2021)
7.83,98.027,Kennedy et al. (2021)
8.18,123.464,Kennedy et al. (2021)
8.1,122.61,Kennedy et al. (2021)
6.57,5.49,Kennedy et al. (2021)
6.57,5.49,Kennedy et al. (2021)
6.63,2.562,Kennedy et al. (2021)
6.23,2.562,Kennedy et al. (2021)
7.53,16.043,Kennedy et al. (2021)
7.74,18.544,Kennedy et al. (2021)
7.02,4.209,Kennedy et al. (2021)
8.1,46.543,Kennedy et al. (2021)
8.22,63.928,Kennedy et al. (2021)
6.16,2.623,Kennedy et al. (2021)
6.23,3.05,Kennedy et al. (2021)
7.57,36.6,Kennedy et al. (2021)
8.02,51.118,Kennedy et al. (2021)
